"Month","Country","HBT","TreatmentLocation","DepartmentType","NumberOfAttendancesAll","NumberWithin4HoursAll","NumberOver4HoursAll","PercentageWithin4HoursAll","NumberOfAttendancesEpisode","NumberOfAttendancesEpisodeQF","NumberWithin4HoursEpisode","NumberWithin4HoursEpisodeQF","NumberOver4HoursEpisode","NumberOver4HoursEpisodeQF","PercentageWithin4HoursEpisode","PercentageWithin4HoursEpisodeQF","NumberOver8HoursEpisode","NumberOver8HoursEpisodeQF","PercentageOver8HoursEpisode","PercentageOver8HoursEpisodeQF","NumberOver12HoursEpisode","NumberOver12HoursEpisodeQF","PercentageOver12HoursEpisode","PercentageOver12HoursEpisodeQF"
"201104","S92000003","S08000022","C106H","Minor Injury Unit or Other",632,626,6,99.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","C108H","Minor Injury Unit or Other",97,95,2,97.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","C113H","Minor Injury Unit or Other",379,376,3,99.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","C117J","Minor Injury Unit or Other",71,69,2,97.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","C121H","Emergency Department",582,578,4,99.3,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","C122H","Minor Injury Unit or Other",486,478,8,98.4,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H101H","Minor Injury Unit or Other",195,194,1,99.5,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H103H","Emergency Department",516,511,5,99,516,"",511,"",5,"",99,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000022","H106H","Minor Injury Unit or Other",45,45,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H202H","Emergency Department",2773,2723,50,98.2,2773,"",2723,"",50,"",98.2,"",2,"",0.1,"",0,"",0,""
"201104","S92000003","S08000022","H208H","Minor Injury Unit or Other",340,340,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H210H","Minor Injury Unit or Other",88,88,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H212H","Emergency Department",776,761,15,98.1,776,"",761,"",15,"",98.1,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000022","H214H","Minor Injury Unit or Other",406,406,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H215H","Minor Injury Unit or Other",293,293,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H217H","Minor Injury Unit or Other",142,142,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H219H","Minor Injury Unit or Other",148,147,1,99.3,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H224H","Minor Injury Unit or Other",320,318,2,99.4,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000022","H227B","Minor Injury Unit or Other",150,150,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000032","L106H","Emergency Department",5658,5225,433,92.3,5658,"",5225,"",433,"",92.3,"",26,"",0.5,"",4,"",0.1,""
"201104","S92000003","S08000032","L206H","Minor Injury Unit or Other",54,54,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000032","L207H","Minor Injury Unit or Other",91,91,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000032","L302H","Emergency Department",4910,4589,321,93.5,4910,"",4589,"",321,"",93.5,"",35,"",0.7,"",10,"",0.2,""
"201104","S92000003","S08000032","L308H","Emergency Department",5578,5214,364,93.5,5578,"",5214,"",364,"",93.5,"",20,"",0.4,"",3,"",0.1,""
"201104","S92000003","S08000024","S102H","Minor Injury Unit or Other",20,20,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000024","S108H","Minor Injury Unit or Other",150,150,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000024","S116H","Minor Injury Unit or Other",3231,3133,98,97,3231,"",3133,"",98,"",97,"",5,"",0.2,"",0,"",0,""
"201104","S92000003","S08000024","S308H","Emergency Department",4419,4298,121,97.3,4419,"",4298,"",121,"",97.3,"",18,"",0.4,"",2,"",0,""
"201104","S92000003","S08000024","S314H","Emergency Department",9187,8793,394,95.7,9187,"",8793,"",394,"",95.7,"",14,"",0.2,"",0,"",0,""
"201104","S92000003","S08000024","S319H","Emergency Department",3527,3507,20,99.4,3527,"",3507,"",20,"",99.4,"",1,"",0,"",0,"",0,""
"201104","S92000003","S08000025","R103H","Minor Injury Unit or Other",262,260,2,99.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000026","Z102H","Emergency Department",729,726,3,99.6,729,"",726,"",3,"",99.6,"",1,"",0.1,"",0,"",0,""
"201104","S92000003","S08000030","T101H","Emergency Department",4302,4196,106,97.5,4302,"",4196,"",106,"",97.5,"",3,"",0.1,"",0,"",0,""
"201104","S92000003","S08000030","T202H","Emergency Department",2232,2208,24,98.9,2232,"",2208,"",24,"",98.9,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T205H","Minor Injury Unit or Other",26,26,0,100,26,"",26,"",0,"",100,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T207H","Minor Injury Unit or Other",23,23,0,100,23,"",23,"",0,"",100,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T209H","Minor Injury Unit or Other",321,321,0,100,321,"",321,"",0,"",100,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T304H","Minor Injury Unit or Other",1400,1399,1,99.9,1400,"",1399,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T305H","Minor Injury Unit or Other",306,306,0,100,306,"",306,"",0,"",100,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T316H","Minor Injury Unit or Other",232,232,0,100,232,"",232,"",0,"",100,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T319H","Minor Injury Unit or Other",750,749,1,99.9,750,"",749,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T320H","Minor Injury Unit or Other",183,183,0,100,183,"",183,"",0,"",100,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000030","T357C","Minor Injury Unit or Other",726,725,1,99.9,726,"",725,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201104","S92000003","S08000028","W106H","Minor Injury Unit or Other",49,49,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201104","S92000003","S08000028","W107H","Emergency Department",536,519,17,96.8,536,"",519,"",17,"",96.8,"",1,"",0.2,"",0,"",0,""
"201104","S92000003","S08000028","W108H","Minor Injury Unit or Other",119,119,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000015","A101H","Minor Injury Unit or Other",217,217,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000015","A110H","Minor Injury Unit or Other",55,55,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000015","A111H","Emergency Department",6141,5932,209,96.6,6141,"",5932,"",209,"",96.6,"",4,"",0.1,"",0,"",0,""
"201105","S92000003","S08000015","A210H","Emergency Department",3977,3854,123,96.9,3977,"",3854,"",123,"",96.9,"",2,"",0.1,"",1,"",0,""
"201105","S92000003","S08000015","A216H","Minor Injury Unit or Other",101,101,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000016","B103H","Minor Injury Unit or Other",33,33,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000016","B105H","Minor Injury Unit or Other",134,134,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000016","B114H","Minor Injury Unit or Other",29,29,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000016","B118H","Minor Injury Unit or Other",83,83,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000016","B120H","Emergency Department",2070,2018,52,97.5,2070,"",2018,"",52,"",97.5,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000017","Y101H","Minor Injury Unit or Other",50,50,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000017","Y106H","Minor Injury Unit or Other",50,50,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000017","Y109H","Minor Injury Unit or Other",7,7,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000017","Y110H","Minor Injury Unit or Other",39,39,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000017","Y144H","Emergency Department",949,924,25,97.4,949,"",924,"",25,"",97.4,"",3,"",0.3,"",1,"",0.1,""
"201105","S92000003","S08000017","Y146H","Emergency Department",2995,2847,148,95.1,2995,"",2847,"",148,"",95.1,"",1,"",0,"",0,"",0,""
"201105","S92000003","S08000029","F704H","Emergency Department",2886,2802,84,97.1,2886,"",2802,"",84,"",97.1,"",4,"",0.1,"",0,"",0,""
"201105","S92000003","S08000029","F708H","Minor Injury Unit or Other",126,126,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000029","F709H","Minor Injury Unit or Other",451,451,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000029","F805H","Emergency Department",4497,4012,485,89.2,4497,"",4012,"",485,"",89.2,"",109,"",2.4,"",34,"",0.8,""
"201105","S92000003","S08000019","V102H","Minor Injury Unit or Other",1588,1588,0,100,1588,"",1588,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000019","V201H","Emergency Department",5108,4764,344,93.3,5108,"",4764,"",344,"",93.3,"",2,"",0,"",0,"",0,""
"201105","S92000003","S08000020","N101H","Emergency Department",5699,5575,124,97.8,5699,"",5575,"",124,"",97.8,"",8,"",0.1,"",3,"",0.1,""
"201105","S92000003","S08000020","N121H","Emergency Department",1713,1701,12,99.3,1713,"",1701,"",12,"",99.3,"",1,"",0.1,"",0,"",0,""
"201105","S92000003","S08000020","N151H","Minor Injury Unit or Other",106,106,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N331H","Minor Injury Unit or Other",35,35,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N332H","Minor Injury Unit or Other",51,51,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N333H","Minor Injury Unit or Other",1172,1170,2,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N334H","Minor Injury Unit or Other",807,807,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N335H","Minor Injury Unit or Other",298,298,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N336H","Minor Injury Unit or Other",186,186,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N337H","Minor Injury Unit or Other",399,399,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N411H","Emergency Department",2175,2073,102,95.3,2175,"",2073,"",102,"",95.3,"",4,"",0.2,"",0,"",0,""
"201105","S92000003","S08000020","N431H","Minor Injury Unit or Other",93,93,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N432H","Minor Injury Unit or Other",43,43,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N433H","Minor Injury Unit or Other",64,64,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N434H","Minor Injury Unit or Other",41,41,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N451H","Minor Injury Unit or Other",30,30,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000020","N494H","Minor Injury Unit or Other",131,131,0,100,131,"",131,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000031","C206H","Minor Injury Unit or Other",1281,1268,13,99,1281,"",1268,"",13,"",99,"",1,"",0.1,"",0,"",0,""
"201105","S92000003","S08000031","C313H","Emergency Department",3069,2928,141,95.4,3069,"",2928,"",141,"",95.4,"",3,"",0.1,"",0,"",0,""
"201105","S92000003","S08000031","C418H","Emergency Department",6392,5947,445,93,6392,"",5947,"",445,"",93,"",15,"",0.2,"",1,"",0,""
"201105","S92000003","S08000031","G107H","Emergency Department",7392,7053,339,95.4,7392,"",7053,"",339,"",95.4,"",8,"",0.1,"",0,"",0,""
"201105","S92000003","S08000031","G207H","Minor Injury Unit or Other",1372,1372,0,100,1372,"",1372,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000031","G306H","Minor Injury Unit or Other",1603,1603,0,100,1603,"",1603,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000031","G306H","Emergency Department",5264,4974,290,94.5,5264,"",4974,"",290,"",94.5,"",19,"",0.4,"",0,"",0,""
"201105","S92000003","S08000031","G405H","Emergency Department",4297,4083,214,95,4297,"",4083,"",214,"",95,"",2,"",0,"",0,"",0,""
"201105","S92000003","S08000031","G513H","Emergency Department",3795,3690,105,97.2,3795,"",3690,"",105,"",97.2,"",1,"",0,"",0,"",0,""
"201105","S92000003","S08000031","G516H","Emergency Department",5173,4735,438,91.5,5173,"",4735,"",438,"",91.5,"",27,"",0.5,"",0,"",0,""
"201105","S92000003","S08000022","C106H","Minor Injury Unit or Other",562,561,1,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","C108H","Minor Injury Unit or Other",97,95,2,97.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","C113H","Minor Injury Unit or Other",352,345,7,98,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","C117J","Minor Injury Unit or Other",96,93,3,96.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","C121H","Emergency Department",532,525,7,98.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","C122H","Minor Injury Unit or Other",444,436,8,98.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H101H","Minor Injury Unit or Other",213,212,1,99.5,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H103H","Emergency Department",540,537,3,99.4,540,"",537,"",3,"",99.4,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000022","H106H","Minor Injury Unit or Other",33,32,1,97,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H202H","Emergency Department",2878,2825,53,98.2,2878,"",2825,"",53,"",98.2,"",4,"",0.1,"",0,"",0,""
"201105","S92000003","S08000022","H208H","Minor Injury Unit or Other",319,319,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H210H","Minor Injury Unit or Other",95,95,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H212H","Emergency Department",895,878,17,98.1,895,"",878,"",17,"",98.1,"",1,"",0.1,"",0,"",0,""
"201105","S92000003","S08000022","H214H","Minor Injury Unit or Other",386,386,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H215H","Minor Injury Unit or Other",252,252,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H217H","Minor Injury Unit or Other",182,182,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H219H","Minor Injury Unit or Other",183,183,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H224H","Minor Injury Unit or Other",306,306,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000022","H227B","Minor Injury Unit or Other",196,196,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000032","L106H","Emergency Department",5916,5463,453,92.3,5916,"",5463,"",453,"",92.3,"",17,"",0.3,"",0,"",0,""
"201105","S92000003","S08000032","L206H","Minor Injury Unit or Other",49,49,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000032","L207H","Minor Injury Unit or Other",112,112,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000032","L302H","Emergency Department",5101,4550,551,89.2,5101,"",4550,"",551,"",89.2,"",172,"",3.4,"",75,"",1.5,""
"201105","S92000003","S08000032","L308H","Emergency Department",5611,5323,288,94.9,5611,"",5323,"",288,"",94.9,"",4,"",0.1,"",1,"",0,""
"201105","S92000003","S08000024","S102H","Minor Injury Unit or Other",8,8,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000024","S108H","Minor Injury Unit or Other",114,114,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000024","S116H","Minor Injury Unit or Other",3331,3275,56,98.3,3331,"",3275,"",56,"",98.3,"",4,"",0.1,"",0,"",0,""
"201105","S92000003","S08000024","S308H","Emergency Department",4593,4444,149,96.8,4593,"",4444,"",149,"",96.8,"",19,"",0.4,"",2,"",0,""
"201105","S92000003","S08000024","S314H","Emergency Department",9791,9411,380,96.1,9791,"",9411,"",380,"",96.1,"",26,"",0.3,"",0,"",0,""
"201105","S92000003","S08000024","S319H","Emergency Department",3562,3546,16,99.6,3562,"",3546,"",16,"",99.6,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000025","R103H","Minor Injury Unit or Other",301,301,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000026","Z102H","Emergency Department",790,789,1,99.9,790,"",789,"",1,"",99.9,"",1,"",0.1,"",1,"",0.1,""
"201105","S92000003","S08000030","T101H","Emergency Department",4500,4413,87,98.1,4500,"",4413,"",87,"",98.1,"",2,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T202H","Emergency Department",2248,2228,20,99.1,2248,"",2228,"",20,"",99.1,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T205H","Minor Injury Unit or Other",34,34,0,100,34,"",34,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T207H","Minor Injury Unit or Other",17,17,0,100,17,"",17,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T209H","Minor Injury Unit or Other",280,280,0,100,280,"",280,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T304H","Minor Injury Unit or Other",1272,1271,1,99.9,1272,"",1271,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T305H","Minor Injury Unit or Other",322,322,0,100,322,"",322,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T316H","Minor Injury Unit or Other",230,230,0,100,230,"",230,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T319H","Minor Injury Unit or Other",753,753,0,100,753,"",753,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T320H","Minor Injury Unit or Other",174,174,0,100,174,"",174,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000030","T357C","Minor Injury Unit or Other",655,655,0,100,655,"",655,"",0,"",100,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000028","W106H","Minor Injury Unit or Other",43,42,1,97.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201105","S92000003","S08000028","W107H","Emergency Department",553,541,12,97.8,553,"",541,"",12,"",97.8,"",0,"",0,"",0,"",0,""
"201105","S92000003","S08000028","W108H","Minor Injury Unit or Other",122,122,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000015","A101H","Minor Injury Unit or Other",260,260,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000015","A110H","Minor Injury Unit or Other",44,44,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000015","A111H","Emergency Department",5984,5772,212,96.5,5984,"",5772,"",212,"",96.5,"",4,"",0.1,"",0,"",0,""
"201106","S92000003","S08000015","A210H","Emergency Department",3920,3734,186,95.3,3920,"",3734,"",186,"",95.3,"",7,"",0.2,"",0,"",0,""
"201106","S92000003","S08000015","A216H","Minor Injury Unit or Other",118,118,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000016","B103H","Minor Injury Unit or Other",20,20,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000016","B105H","Minor Injury Unit or Other",131,131,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000016","B114H","Minor Injury Unit or Other",14,14,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000016","B118H","Minor Injury Unit or Other",74,74,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000016","B120H","Emergency Department",2041,2017,24,98.8,2041,"",2017,"",24,"",98.8,"",0,"",0,"",0,"",0,""
"201106","S92000003","S08000017","Y101H","Minor Injury Unit or Other",36,36,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000017","Y106H","Minor Injury Unit or Other",68,68,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000017","Y109H","Minor Injury Unit or Other",5,5,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000017","Y110H","Minor Injury Unit or Other",42,42,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000017","Y144H","Emergency Department",1071,1053,18,98.3,1071,"",1053,"",18,"",98.3,"",1,"",0.1,"",0,"",0,""
"201106","S92000003","S08000017","Y146H","Emergency Department",2801,2670,131,95.3,2801,"",2670,"",131,"",95.3,"",1,"",0,"",0,"",0,""
"201106","S92000003","S08000029","F704H","Emergency Department",2690,2648,42,98.4,2690,"",2648,"",42,"",98.4,"",3,"",0.1,"",0,"",0,""
"201106","S92000003","S08000029","F708H","Minor Injury Unit or Other",114,114,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000029","F709H","Minor Injury Unit or Other",500,500,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201106","S92000003","S08000029","F805H","Emergency Department",4396,3890,506,88.5,4396,"",3890,"",506,"",88.5,"",79,"",1.8,"",20,"",0.5,""
"201106","S92000003","S08000019","V102H","Minor Injury Unit or Other",1435,1435,0,100,1435,"",1435,"",0,"",100,"",0,"",0,"",0,"",0,""
"201106","S92000003","S08000019","V201H","Emergency Department",4768,4399,369,92.3,4768,"",4399,"",369,"",92.3,"",7,"",0.1,"",0,"",0,""
"201106","S92000003","S08000020","N101H","Emergency Department",5199,5078,121,97.7,5199,"",5078,"",121,"",97.7,"",3,"",0.1,"",1,"",0,""
"201106","S92000003","S08000020","N121H","Emergency Department",1567,1562,5,99.7,1567,"",1562,"",5,"",99.7,"",0,"",0,"",0,"",0,""
