month_of_delay,hbt,age_group,number_of_delayed_bed_days,average_daily_number_of_delayed_beds,reason_for_delay
2017-12-01,S08000025,18plus,0,0,Health and Social Care Reasons
2017-12-01,S08000025,18plus,0,0,Patient and Family Related Reasons
2017-12-01,S08000025,18plus,0,0,Code 9 AWI
2017-12-01,S08000025,18plus,2,0,Code 9 Non-AWI
2017-12-01,S08000025,18-74,2,0,All Delay Reasons
2017-12-01,S08000025,18-74,0,0,Health and Social Care Reasons
2017-12-01,S08000025,18-74,0,0,Patient and Family Related Reasons
2017-12-01,S08000025,18-74,0,0,Code 9 AWI
2017-12-01,S08000025,18-74,2,0,Code 9 Non-AWI
2017-12-01,S08000025,75plus,0,0,All Delay Reasons
2017-12-01,S08000025,75plus,0,0,Health and Social Care Reasons
2017-12-01,S08000025,75plus,0,0,Patient and Family Related Reasons
2017-12-01,S08000025,75plus,0,0,Code 9 AWI
2017-12-01,S08000025,75plus,0,0,Code 9 Non-AWI
2017-12-01,S08000026,18plus,96,3,All Delay Reasons
2017-12-01,S08000026,18plus,89,3,Health and Social Care Reasons
2017-12-01,S08000026,18plus,7,0,Patient and Family Related Reasons
2017-12-01,S08000026,18plus,0,0,Code 9 AWI
2017-12-01,S08000026,18plus,0,0,Code 9 Non-AWI
2017-12-01,S08000026,18-74,17,1,All Delay Reasons
2017-12-01,S08000026,18-74,12,0,Health and Social Care Reasons
2017-12-01,S08000026,18-74,5,0,Patient and Family Related Reasons
2017-12-01,S08000026,18-74,0,0,Code 9 AWI
2017-12-01,S08000026,18-74,0,0,Code 9 Non-AWI
2017-12-01,S08000026,75plus,79,3,All Delay Reasons
2017-12-01,S08000026,75plus,77,2,Health and Social Care Reasons
2017-12-01,S08000026,75plus,2,0,Patient and Family Related Reasons
2017-12-01,S08000026,75plus,0,0,Code 9 AWI
2017-12-01,S08000026,75plus,0,0,Code 9 Non-AWI
2017-12-01,S08000028,18plus,511,16,All Delay Reasons
2017-12-01,S08000028,18plus,318,10,Health and Social Care Reasons
2017-12-01,S08000028,18plus,0,0,Patient and Family Related Reasons
2017-12-01,S08000028,18plus,0,0,Code 9 AWI
2017-12-01,S08000028,18plus,193,6,Code 9 Non-AWI
2017-12-01,S08000028,18-74,140,5,All Delay Reasons
2017-12-01,S08000028,18-74,114,4,Health and Social Care Reasons
2017-12-01,S08000028,18-74,0,0,Patient and Family Related Reasons
2017-12-01,S08000028,18-74,0,0,Code 9 AWI
2017-12-01,S08000028,18-74,26,1,Code 9 Non-AWI
2017-12-01,S08000028,75plus,371,12,All Delay Reasons
2017-12-01,S08000028,75plus,204,7,Health and Social Care Reasons
2017-12-01,S08000028,75plus,0,0,Patient and Family Related Reasons
2017-12-01,S08000028,75plus,0,0,Code 9 AWI
2017-12-01,S08000028,75plus,167,5,Code 9 Non-AWI
2017-12-01,S08000029,18plus,2021,65,All Delay Reasons
2017-12-01,S08000029,18plus,1235,40,Health and Social Care Reasons
2017-12-01,S08000029,18plus,0,0,Patient and Family Related Reasons
2017-12-01,S08000029,18plus,676,22,Code 9 AWI
2017-12-01,S08000029,18plus,110,4,Code 9 Non-AWI
2017-12-01,S08000029,18-74,817,26,All Delay Reasons
2017-12-01,S08000029,18-74,483,16,Health and Social Care Reasons
2017-12-01,S08000029,18-74,0,0,Patient and Family Related Reasons
2017-12-01,S08000029,18-74,272,9,Code 9 AWI
2017-12-01,S08000029,18-74,62,2,Code 9 Non-AWI
2017-12-01,S08000029,75plus,1204,39,All Delay Reasons
2017-12-01,S08000029,75plus,752,24,Health and Social Care Reasons
2017-12-01,S08000029,75plus,0,0,Patient and Family Related Reasons
2017-12-01,S08000029,75plus,404,13,Code 9 AWI
2017-12-01,S08000029,75plus,48,2,Code 9 Non-AWI
2017-12-01,S08000030,18plus,3035,98,All Delay Reasons
2017-12-01,S08000030,18plus,2139,69,Health and Social Care Reasons
2017-12-01,S08000030,18plus,110,4,Patient and Family Related Reasons
2017-12-01,S08000030,18plus,235,8,Code 9 AWI
2017-12-01,S08000030,18plus,551,18,Code 9 Non-AWI
2017-12-01,S08000030,18-74,1360,44,All Delay Reasons
2017-12-01,S08000030,18-74,757,24,Health and Social Care Reasons
2017-12-01,S08000030,18-74,43,1,Patient and Family Related Reasons
2017-12-01,S08000030,18-74,31,1,Code 9 AWI
2017-12-01,S08000030,18-74,529,17,Code 9 Non-AWI
2017-12-01,S08000030,75plus,1675,54,All Delay Reasons
2017-12-01,S08000030,75plus,1382,45,Health and Social Care Reasons
2017-12-01,S08000030,75plus,67,2,Patient and Family Related Reasons
2017-12-01,S08000030,75plus,204,7,Code 9 AWI
2017-12-01,S08000030,75plus,22,1,Code 9 Non-AWI
2017-12-01,S08000031,18plus,4547,147,All Delay Reasons
2017-12-01,S08000031,18plus,3083,99,Health and Social Care Reasons
2017-12-01,S08000031,18plus,204,7,Patient and Family Related Reasons
2017-12-01,S08000031,18plus,564,18,Code 9 AWI
2017-12-01,S08000031,18plus,696,22,Code 9 Non-AWI
2017-12-01,S08000031,18-74,2382,77,All Delay Reasons
2017-12-01,S08000031,18-74,1341,43,Health and Social Care Reasons
2017-12-01,S08000031,18-74,113,4,Patient and Family Related Reasons
2017-12-01,S08000031,18-74,290,9,Code 9 AWI
2017-12-01,S08000031,18-74,638,21,Code 9 Non-AWI
2017-12-01,S08000031,75plus,2165,70,All Delay Reasons
2017-12-01,S08000031,75plus,1742,56,Health and Social Care Reasons
2017-12-01,S08000031,75plus,91,3,Patient and Family Related Reasons
2017-12-01,S08000031,75plus,274,9,Code 9 AWI
2017-12-01,S08000031,75plus,58,2,Code 9 Non-AWI
2017-12-01,S08000032,18plus,5917,191,All Delay Reasons
2017-12-01,S08000032,18plus,4600,148,Health and Social Care Reasons
2017-12-01,S08000032,18plus,368,12,Patient and Family Related Reasons
2017-12-01,S08000032,18plus,603,19,Code 9 AWI
2017-12-01,S08000032,18plus,346,11,Code 9 Non-AWI
2017-12-01,S08000032,18-74,1791,58,All Delay Reasons
2017-12-01,S08000032,18-74,1237,40,Health and Social Care Reasons
2017-12-01,S08000032,18-74,19,1,Patient and Family Related Reasons
2017-12-01,S08000032,18-74,291,9,Code 9 AWI
2017-12-01,S08000032,18-74,244,8,Code 9 Non-AWI
2017-12-01,S08000032,75plus,4126,133,All Delay Reasons
2017-12-01,S08000032,75plus,3363,108,Health and Social Care Reasons
2017-12-01,S08000032,75plus,349,11,Patient and Family Related Reasons
2017-12-01,S08000032,75plus,312,10,Code 9 AWI
2017-12-01,S08000032,75plus,102,3,Code 9 Non-AWI
2017-12-01,S92000003,18plus,41898,1352,All Delay Reasons
2017-12-01,S92000003,18plus,32073,1035,Health and Social Care Reasons
2017-12-01,S92000003,18plus,1432,46,Patient and Family Related Reasons
2017-12-01,S92000003,18plus,5214,168,Code 9 AWI
2017-12-01,S92000003,18plus,3179,103,Code 9 Non-AWI
2017-12-01,S92000003,18-74,13246,427,All Delay Reasons
2017-12-01,S92000003,18-74,8987,290,Health and Social Care Reasons
2017-12-01,S92000003,18-74,369,12,Patient and Family Related Reasons
2017-12-01,S92000003,18-74,1626,52,Code 9 AWI
2017-12-01,S92000003,18-74,2264,73,Code 9 Non-AWI
2017-12-01,S92000003,75plus,28652,924,All Delay Reasons
2017-12-01,S92000003,75plus,23086,745,Health and Social Care Reasons
2017-12-01,S92000003,75plus,1063,34,Patient and Family Related Reasons
2017-12-01,S92000003,75plus,3588,116,Code 9 AWI
2017-12-01,S92000003,75plus,915,30,Code 9 Non-AWI
2018-01-01,S08000015,18plus,2855,92,All Delay Reasons
2018-01-01,S08000015,18plus,2352,76,Health and Social Care Reasons
2018-01-01,S08000015,18plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000015,18plus,366,12,Code 9 AWI
2018-01-01,S08000015,18plus,137,4,Code 9 Non-AWI
2018-01-01,S08000015,18-74,646,21,All Delay Reasons
2018-01-01,S08000015,18-74,452,15,Health and Social Care Reasons
2018-01-01,S08000015,18-74,0,0,Patient and Family Related Reasons
2018-01-01,S08000015,18-74,91,3,Code 9 AWI
2018-01-01,S08000015,18-74,103,3,Code 9 Non-AWI
2018-01-01,S08000015,75plus,2209,71,All Delay Reasons
2018-01-01,S08000015,75plus,1900,61,Health and Social Care Reasons
2018-01-01,S08000015,75plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000015,75plus,275,9,Code 9 AWI
2018-01-01,S08000015,75plus,34,1,Code 9 Non-AWI
2018-01-01,S08000016,18plus,1185,38,All Delay Reasons
2018-01-01,S08000016,18plus,852,27,Health and Social Care Reasons
2018-01-01,S08000016,18plus,87,3,Patient and Family Related Reasons
2018-01-01,S08000016,18plus,246,8,Code 9 AWI
2018-01-01,S08000016,18plus,0,0,Code 9 Non-AWI
2018-01-01,S08000016,18-74,309,10,All Delay Reasons
2018-01-01,S08000016,18-74,177,6,Health and Social Care Reasons
2018-01-01,S08000016,18-74,39,1,Patient and Family Related Reasons
2018-01-01,S08000016,18-74,93,3,Code 9 AWI
2018-01-01,S08000016,18-74,0,0,Code 9 Non-AWI
2018-01-01,S08000016,75plus,876,28,All Delay Reasons
2018-01-01,S08000016,75plus,675,22,Health and Social Care Reasons
2018-01-01,S08000016,75plus,48,2,Patient and Family Related Reasons
2018-01-01,S08000016,75plus,153,5,Code 9 AWI
2018-01-01,S08000016,75plus,0,0,Code 9 Non-AWI
2018-01-01,S08000017,18plus,1093,35,All Delay Reasons
2018-01-01,S08000017,18plus,983,32,Health and Social Care Reasons
2018-01-01,S08000017,18plus,16,1,Patient and Family Related Reasons
2018-01-01,S08000017,18plus,60,2,Code 9 AWI
2018-01-01,S08000017,18plus,34,1,Code 9 Non-AWI
2018-01-01,S08000017,18-74,342,11,All Delay Reasons
2018-01-01,S08000017,18-74,342,11,Health and Social Care Reasons
2018-01-01,S08000017,18-74,0,0,Patient and Family Related Reasons
2018-01-01,S08000017,18-74,0,0,Code 9 AWI
2018-01-01,S08000017,18-74,0,0,Code 9 Non-AWI
2018-01-01,S08000017,75plus,751,24,All Delay Reasons
2018-01-01,S08000017,75plus,641,21,Health and Social Care Reasons
2018-01-01,S08000017,75plus,16,1,Patient and Family Related Reasons
2018-01-01,S08000017,75plus,60,2,Code 9 AWI
2018-01-01,S08000017,75plus,34,1,Code 9 Non-AWI
2018-01-01,S08000019,18plus,2114,68,All Delay Reasons
2018-01-01,S08000019,18plus,1041,34,Health and Social Care Reasons
2018-01-01,S08000019,18plus,124,4,Patient and Family Related Reasons
2018-01-01,S08000019,18plus,582,19,Code 9 AWI
2018-01-01,S08000019,18plus,367,12,Code 9 Non-AWI
2018-01-01,S08000019,18-74,614,20,All Delay Reasons
2018-01-01,S08000019,18-74,229,7,Health and Social Care Reasons
2018-01-01,S08000019,18-74,31,1,Patient and Family Related Reasons
2018-01-01,S08000019,18-74,168,5,Code 9 AWI
2018-01-01,S08000019,18-74,186,6,Code 9 Non-AWI
2018-01-01,S08000019,75plus,1500,48,All Delay Reasons
2018-01-01,S08000019,75plus,812,26,Health and Social Care Reasons
2018-01-01,S08000019,75plus,93,3,Patient and Family Related Reasons
2018-01-01,S08000019,75plus,414,13,Code 9 AWI
2018-01-01,S08000019,75plus,181,6,Code 9 Non-AWI
2018-01-01,S08000020,18plus,4390,142,All Delay Reasons
2018-01-01,S08000020,18plus,3759,121,Health and Social Care Reasons
2018-01-01,S08000020,18plus,70,2,Patient and Family Related Reasons
2018-01-01,S08000020,18plus,414,13,Code 9 AWI
2018-01-01,S08000020,18plus,147,5,Code 9 Non-AWI
2018-01-01,S08000020,18-74,1032,33,All Delay Reasons
2018-01-01,S08000020,18-74,825,27,Health and Social Care Reasons
2018-01-01,S08000020,18-74,39,1,Patient and Family Related Reasons
2018-01-01,S08000020,18-74,125,4,Code 9 AWI
2018-01-01,S08000020,18-74,43,1,Code 9 Non-AWI
2018-01-01,S08000020,75plus,3358,108,All Delay Reasons
2018-01-01,S08000020,75plus,2934,95,Health and Social Care Reasons
2018-01-01,S08000020,75plus,31,1,Patient and Family Related Reasons
2018-01-01,S08000020,75plus,289,9,Code 9 AWI
2018-01-01,S08000020,75plus,104,3,Code 9 Non-AWI
2018-01-01,S08000022,18plus,3357,108,All Delay Reasons
2018-01-01,S08000022,18plus,2311,75,Health and Social Care Reasons
2018-01-01,S08000022,18plus,260,8,Patient and Family Related Reasons
2018-01-01,S08000022,18plus,433,14,Code 9 AWI
2018-01-01,S08000022,18plus,353,11,Code 9 Non-AWI
2018-01-01,S08000022,18-74,612,20,All Delay Reasons
2018-01-01,S08000022,18-74,406,13,Health and Social Care Reasons
2018-01-01,S08000022,18-74,0,0,Patient and Family Related Reasons
2018-01-01,S08000022,18-74,144,5,Code 9 AWI
2018-01-01,S08000022,18-74,62,2,Code 9 Non-AWI
2018-01-01,S08000022,75plus,2745,89,All Delay Reasons
2018-01-01,S08000022,75plus,1905,61,Health and Social Care Reasons
2018-01-01,S08000022,75plus,260,8,Patient and Family Related Reasons
2018-01-01,S08000022,75plus,289,9,Code 9 AWI
2018-01-01,S08000022,75plus,291,9,Code 9 Non-AWI
2018-01-01,S08000024,18plus,10830,349,All Delay Reasons
2018-01-01,S08000024,18plus,9568,309,Health and Social Care Reasons
2018-01-01,S08000024,18plus,153,5,Patient and Family Related Reasons
2018-01-01,S08000024,18plus,660,21,Code 9 AWI
2018-01-01,S08000024,18plus,449,14,Code 9 Non-AWI
2018-01-01,S08000024,18-74,3071,99,All Delay Reasons
2018-01-01,S08000024,18-74,2399,77,Health and Social Care Reasons
2018-01-01,S08000024,18-74,93,3,Patient and Family Related Reasons
2018-01-01,S08000024,18-74,164,5,Code 9 AWI
2018-01-01,S08000024,18-74,415,13,Code 9 Non-AWI
2018-01-01,S08000024,75plus,7759,250,All Delay Reasons
2018-01-01,S08000024,75plus,7169,231,Health and Social Care Reasons
2018-01-01,S08000024,75plus,60,2,Patient and Family Related Reasons
2018-01-01,S08000024,75plus,496,16,Code 9 AWI
2018-01-01,S08000024,75plus,34,1,Code 9 Non-AWI
2018-01-01,S08000025,18plus,0,0,All Delay Reasons
2018-01-01,S08000025,18plus,0,0,Health and Social Care Reasons
2018-01-01,S08000025,18plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000025,18plus,0,0,Code 9 AWI
2018-01-01,S08000025,18plus,0,0,Code 9 Non-AWI
2018-01-01,S08000025,18-74,0,0,All Delay Reasons
2018-01-01,S08000025,18-74,0,0,Health and Social Care Reasons
2018-01-01,S08000025,18-74,0,0,Patient and Family Related Reasons
2018-01-01,S08000025,18-74,0,0,Code 9 AWI
2018-01-01,S08000025,18-74,0,0,Code 9 Non-AWI
2018-01-01,S08000025,75plus,0,0,All Delay Reasons
2018-01-01,S08000025,75plus,0,0,Health and Social Care Reasons
2018-01-01,S08000025,75plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000025,75plus,0,0,Code 9 AWI
2018-01-01,S08000025,75plus,0,0,Code 9 Non-AWI
2018-01-01,S08000026,18plus,159,5,All Delay Reasons
2018-01-01,S08000026,18plus,128,4,Health and Social Care Reasons
2018-01-01,S08000026,18plus,31,1,Patient and Family Related Reasons
2018-01-01,S08000026,18plus,0,0,Code 9 AWI
2018-01-01,S08000026,18plus,0,0,Code 9 Non-AWI
2018-01-01,S08000026,18-74,52,2,All Delay Reasons
2018-01-01,S08000026,18-74,21,1,Health and Social Care Reasons
2018-01-01,S08000026,18-74,31,1,Patient and Family Related Reasons
2018-01-01,S08000026,18-74,0,0,Code 9 AWI
2018-01-01,S08000026,18-74,0,0,Code 9 Non-AWI
2018-01-01,S08000026,75plus,107,3,All Delay Reasons
2018-01-01,S08000026,75plus,107,3,Health and Social Care Reasons
2018-01-01,S08000026,75plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000026,75plus,0,0,Code 9 AWI
2018-01-01,S08000026,75plus,0,0,Code 9 Non-AWI
2018-01-01,S08000028,18plus,471,15,All Delay Reasons
2018-01-01,S08000028,18plus,259,8,Health and Social Care Reasons
2018-01-01,S08000028,18plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000028,18plus,31,1,Code 9 AWI
2018-01-01,S08000028,18plus,181,6,Code 9 Non-AWI
2018-01-01,S08000028,18-74,141,5,All Delay Reasons
2018-01-01,S08000028,18-74,79,3,Health and Social Care Reasons
2018-01-01,S08000028,18-74,0,0,Patient and Family Related Reasons
2018-01-01,S08000028,18-74,31,1,Code 9 AWI
2018-01-01,S08000028,18-74,31,1,Code 9 Non-AWI
2018-01-01,S08000028,75plus,330,11,All Delay Reasons
2018-01-01,S08000028,75plus,180,6,Health and Social Care Reasons
2018-01-01,S08000028,75plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000028,75plus,0,0,Code 9 AWI
2018-01-01,S08000028,75plus,150,5,Code 9 Non-AWI
2018-01-01,S08000029,18plus,1949,63,All Delay Reasons
2018-01-01,S08000029,18plus,1102,36,Health and Social Care Reasons
2018-01-01,S08000029,18plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000029,18plus,669,22,Code 9 AWI
2018-01-01,S08000029,18plus,178,6,Code 9 Non-AWI
2018-01-01,S08000029,18-74,716,23,All Delay Reasons
2018-01-01,S08000029,18-74,247,8,Health and Social Care Reasons
2018-01-01,S08000029,18-74,0,0,Patient and Family Related Reasons
2018-01-01,S08000029,18-74,322,10,Code 9 AWI
2018-01-01,S08000029,18-74,147,5,Code 9 Non-AWI
2018-01-01,S08000029,75plus,1233,40,All Delay Reasons
2018-01-01,S08000029,75plus,855,28,Health and Social Care Reasons
2018-01-01,S08000029,75plus,0,0,Patient and Family Related Reasons
2018-01-01,S08000029,75plus,347,11,Code 9 AWI
2018-01-01,S08000029,75plus,31,1,Code 9 Non-AWI
2018-01-01,S08000030,18plus,2455,79,All Delay Reasons
2018-01-01,S08000030,18plus,1667,54,Health and Social Care Reasons
2018-01-01,S08000030,18plus,96,3,Patient and Family Related Reasons
2018-01-01,S08000030,18plus,191,6,Code 9 AWI
2018-01-01,S08000030,18plus,501,16,Code 9 Non-AWI
2018-01-01,S08000030,18-74,1166,38,All Delay Reasons
2018-01-01,S08000030,18-74,598,19,Health and Social Care Reasons
2018-01-01,S08000030,18-74,36,1,Patient and Family Related Reasons
2018-01-01,S08000030,18-74,31,1,Code 9 AWI
2018-01-01,S08000030,18-74,501,16,Code 9 Non-AWI
2018-01-01,S08000030,75plus,1289,42,All Delay Reasons
2018-01-01,S08000030,75plus,1069,34,Health and Social Care Reasons
2018-01-01,S08000030,75plus,60,2,Patient and Family Related Reasons
2018-01-01,S08000030,75plus,160,5,Code 9 AWI
2018-01-01,S08000030,75plus,0,0,Code 9 Non-AWI
2018-01-01,S08000031,18plus,4320,139,All Delay Reasons
2018-01-01,S08000031,18plus,3005,97,Health and Social Care Reasons
2018-01-01,S08000031,18plus,144,5,Patient and Family Related Reasons
2018-01-01,S08000031,18plus,588,19,Code 9 AWI
2018-01-01,S08000031,18plus,583,19,Code 9 Non-AWI
2018-01-01,S08000031,18-74,2355,76,All Delay Reasons
2018-01-01,S08000031,18-74,1355,44,Health and Social Care Reasons
2018-01-01,S08000031,18-74,92,3,Patient and Family Related Reasons
2018-01-01,S08000031,18-74,328,11,Code 9 AWI
2018-01-01,S08000031,18-74,580,19,Code 9 Non-AWI
2018-01-01,S08000031,75plus,1965,63,All Delay Reasons
2018-01-01,S08000031,75plus,1650,53,Health and Social Care Reasons
2018-01-01,S08000031,75plus,52,2,Patient and Family Related Reasons
2018-01-01,S08000031,75plus,260,8,Code 9 AWI
2018-01-01,S08000031,75plus,3,0,Code 9 Non-AWI
2018-01-01,S08000032,18plus,4974,160,All Delay Reasons
2018-01-01,S08000032,18plus,4074,131,Health and Social Care Reasons
2018-01-01,S08000032,18plus,94,3,Patient and Family Related Reasons
2018-01-01,S08000032,18plus,523,17,Code 9 AWI
2018-01-01,S08000032,18plus,283,9,Code 9 Non-AWI
2018-01-01,S08000032,18-74,1486,48,All Delay Reasons
2018-01-01,S08000032,18-74,1026,33,Health and Social Care Reasons
2018-01-01,S08000032,18-74,0,0,Patient and Family Related Reasons
2018-01-01,S08000032,18-74,279,9,Code 9 AWI
2018-01-01,S08000032,18-74,181,6,Code 9 Non-AWI
2018-01-01,S08000032,75plus,3488,113,All Delay Reasons
2018-01-01,S08000032,75plus,3048,98,Health and Social Care Reasons
2018-01-01,S08000032,75plus,94,3,Patient and Family Related Reasons
2018-01-01,S08000032,75plus,244,8,Code 9 AWI
2018-01-01,S08000032,75plus,102,3,Code 9 Non-AWI
2018-01-01,S92000003,18plus,40152,1295,All Delay Reasons
2018-01-01,S92000003,18plus,31101,1003,Health and Social Care Reasons
2018-01-01,S92000003,18plus,1075,35,Patient and Family Related Reasons
2018-01-01,S92000003,18plus,4763,154,Code 9 AWI
2018-01-01,S92000003,18plus,3213,104,Code 9 Non-AWI
2018-01-01,S92000003,18-74,12542,405,All Delay Reasons
2018-01-01,S92000003,18-74,8156,263,Health and Social Care Reasons
2018-01-01,S92000003,18-74,361,12,Patient and Family Related Reasons
2018-01-01,S92000003,18-74,1776,57,Code 9 AWI
2018-01-01,S92000003,18-74,2249,73,Code 9 Non-AWI
2018-01-01,S92000003,75plus,27610,891,All Delay Reasons
2018-01-01,S92000003,75plus,22945,740,Health and Social Care Reasons
2018-01-01,S92000003,75plus,714,23,Patient and Family Related Reasons
2018-01-01,S92000003,75plus,2987,96,Code 9 AWI
2018-01-01,S92000003,75plus,964,31,Code 9 Non-AWI
2018-02-01,S08000015,18plus,2932,105,All Delay Reasons
2018-02-01,S08000015,18plus,2304,82,Health and Social Care Reasons
2018-02-01,S08000015,18plus,2,0,Patient and Family Related Reasons
2018-02-01,S08000015,18plus,458,16,Code 9 AWI
2018-02-01,S08000015,18plus,168,6,Code 9 Non-AWI
2018-02-01,S08000015,18-74,532,19,All Delay Reasons
2018-02-01,S08000015,18-74,375,13,Health and Social Care Reasons
2018-02-01,S08000015,18-74,0,0,Patient and Family Related Reasons
2018-02-01,S08000015,18-74,115,4,Code 9 AWI
2018-02-01,S08000015,18-74,42,2,Code 9 Non-AWI
2018-02-01,S08000015,75plus,2400,86,All Delay Reasons
2018-02-01,S08000015,75plus,1929,69,Health and Social Care Reasons
2018-02-01,S08000015,75plus,2,0,Patient and Family Related Reasons
2018-02-01,S08000015,75plus,343,12,Code 9 AWI
